row_index,vlst,split
463,0,train
3727,0,train
1925,0,train
1271,0,train
1883,0,train
2721,0,train
3066,0,train
3134,0,train
4992,0,train
3835,0,train
4666,0,train
1888,0,train
118,0,train
1507,0,train
1181,0,train
2840,0,train
788,0,train
641,0,train
1584,0,train
1966,0,train
4578,0,train
2423,0,train
61,0,train
4299,0,train
2631,0,train
4695,0,train
566,0,train
2002,0,train
373,0,train
1935,0,train
3599,0,train
3935,0,train
3264,0,train
427,0,train
2307,0,train
5053,0,train
5040,0,train
4532,0,train
4549,0,train
3102,0,train
4751,0,train
4327,0,train
1477,0,train
4362,0,train
702,0,train
3698,0,train
982,0,train
861,0,train
2943,0,train
4987,0,train
4764,0,train
14,0,train
4788,0,train
909,0,train
4497,0,train
2207,0,train
1579,0,train
1915,0,train
3563,0,train
246,0,train
1830,0,train
273,0,train
2942,0,train
314,0,train
49,0,train
321,0,train
1104,0,train
4505,0,train
968,0,train
491,0,train
3380,0,train
2431,0,train
2627,0,train
1613,0,train
2309,0,train
4963,0,train
3527,0,train
1659,0,train
100,0,train
828,0,train
1740,0,train
3544,0,train
2348,0,train
2881,0,train
3671,0,train
3910,0,train
3849,0,train
2672,0,train
1373,0,train
4837,0,train
2080,0,train
2846,0,train
297,0,train
2009,0,train
1105,0,train
1098,0,train
3938,0,train
3688,0,train
287,0,train
999,0,train
5101,1,train
3270,0,train
304,0,train
1089,0,train
3357,0,train
3820,0,train
3903,0,train
2581,0,train
2554,0,train
3052,0,train
4612,0,train
1509,0,train
4529,0,train
3988,0,train
4274,0,train
2963,0,train
903,0,train
3398,0,train
1031,0,train
4077,0,train
1530,0,train
2147,0,train
1788,0,train
4708,0,train
821,0,train
703,0,train
4710,0,train
979,0,train
3063,0,train
319,0,train
1283,0,train
4637,0,train
3806,0,train
1345,0,train
2647,0,train
1637,0,train
1036,0,train
3207,0,train
2153,0,train
1430,0,train
3721,0,train
222,0,train
4790,0,train
4712,0,train
1897,0,train
2842,0,train
4686,0,train
4617,0,train
640,0,train
2580,0,train
3784,0,train
819,0,train
3143,0,train
102,0,train
3312,0,train
3573,0,train
1609,0,train
3915,0,train
4508,0,train
3914,0,train
1513,0,train
4846,0,train
1512,0,train
2946,0,train
4242,0,train
902,0,train
1770,0,train
4787,0,train
3829,0,train
960,0,train
3667,0,train
4332,0,train
2021,0,train
3107,0,train
356,0,train
3529,0,train
2095,0,train
4353,0,train
2390,0,train
1343,0,train
2705,0,train
834,0,train
1186,0,train
1812,0,train
3944,0,train
2413,0,train
3169,0,train
515,0,train
3209,0,train
929,0,train
3552,0,train
4304,0,train
637,0,train
3704,0,train
1444,0,train
2304,0,train
2184,0,train
2224,0,train
381,0,train
2417,0,train
4904,0,train
2181,0,train
4667,0,train
5136,1,train
382,0,train
3828,0,train
4865,0,train
3075,0,train
2827,0,train
1962,0,train
2406,0,train
1374,0,train
3986,0,train
2258,0,train
2331,0,train
1803,0,train
3647,0,train
875,0,train
5080,0,train
2634,0,train
4896,0,train
3282,0,train
2805,0,train
428,0,train
293,0,train
2453,0,train
3883,0,train
662,0,train
3230,0,train
1964,0,train
4873,0,train
4869,0,train
1432,0,train
4036,0,train
1972,0,train
2118,0,train
3340,0,train
4034,0,train
676,0,train
3976,0,train
3371,0,train
35,0,train
2044,0,train
4506,0,train
4841,0,train
664,0,train
2520,0,train
4588,0,train
3751,0,train
2269,0,train
1618,0,train
7,0,train
3537,0,train
2329,0,train
2505,0,train
3038,0,train
2287,0,train
2460,0,train
2377,0,train
3192,0,train
2610,0,train
58,0,train
2111,0,train
4449,0,train
4921,0,train
199,0,train
4192,0,train
594,0,train
4083,0,train
1108,0,train
150,0,train
1106,0,train
3185,0,train
2201,0,train
3794,0,train
3742,0,train
1179,0,train
1178,0,train
2215,0,train
4273,0,train
4882,0,train
175,0,train
3878,0,train
2313,0,train
3875,0,train
2126,0,train
1909,0,train
2966,0,train
4245,0,train
1368,0,train
4037,0,train
446,0,train
3199,0,train
1239,0,train
2767,0,train
1289,0,train
2665,0,train
4797,0,train
4615,0,train
5075,0,train
3001,0,train
5108,1,train
4526,0,train
4525,0,train
4503,0,train
1403,0,train
598,0,train
2199,0,train
3103,0,train
1563,0,train
3336,0,train
1660,0,train
1963,0,train
1526,0,train
220,0,train
4976,0,train
1808,0,train
1691,0,train
1431,0,train
2954,0,train
495,0,train
1032,0,train
485,0,train
247,0,train
1494,0,train
2559,0,train
1876,0,train
2594,0,train
2439,0,train
3929,0,train
4390,0,train
869,0,train
3412,0,train
4554,0,train
3855,0,train
1448,0,train
4387,0,train
1330,0,train
269,0,train
5037,0,train
4260,0,train
152,0,train
908,0,train
3673,0,train
221,0,train
967,0,train
5069,0,train
3025,0,train
2924,0,train
955,0,train
3094,0,train
4313,0,train
2361,0,train
2185,0,train
3434,0,train
3375,0,train
432,0,train
3684,0,train
3296,0,train
4864,0,train
2182,0,train
45,0,train
3424,0,train
2354,0,train
881,0,train
3473,0,train
2512,0,train
3386,0,train
4832,0,train
4112,0,train
1736,0,train
629,0,train
887,0,train
1813,0,train
1070,0,train
5070,0,train
174,0,train
2807,0,train
4041,0,train
3258,0,train
2092,0,train
930,0,train
1814,0,train
3164,0,train
3238,0,train
2059,0,train
2562,0,train
3337,0,train
517,0,train
1009,0,train
13,0,train
4605,0,train
4961,0,train
5177,1,train
2932,0,train
1170,0,train
1861,0,train
1847,0,train
5120,1,train
551,0,train
4428,0,train
741,0,train
1198,0,train
3426,0,train
59,0,train
572,0,train
518,0,train
132,0,train
4884,0,train
1084,0,train
3008,0,train
1392,0,train
1020,0,train
1260,0,train
1024,0,train
874,0,train
112,0,train
1661,0,train
4900,0,train
4705,0,train
4868,0,train
1878,0,train
213,0,train
2451,0,train
2267,0,train
56,0,train
3554,0,train
3984,0,train
1133,0,train
4759,0,train
680,0,train
2921,0,train
2623,0,train
530,0,train
3243,0,train
3151,0,train
4340,0,train
889,0,train
333,0,train
2523,0,train
4674,0,train
3653,0,train
3722,0,train
3488,0,train
3574,0,train
263,0,train
3737,0,train
2388,0,train
2728,0,train
1468,0,train
4243,0,train
4851,0,train
1566,0,train
3633,0,train
1601,0,train
2137,0,train
3046,0,train
2655,0,train
3978,0,train
2526,0,train
3947,0,train
1971,0,train
1302,0,train
776,0,train
847,0,train
1842,0,train
4258,0,train
4487,0,train
2770,0,train
1940,0,train
1938,0,train
239,0,train
4676,0,train
2964,0,train
4345,0,train
4978,0,train
2653,0,train
3119,0,train
2399,0,train
3405,0,train
727,0,train
2259,0,train
254,0,train
900,0,train
3802,0,train
1406,0,train
5140,1,train
2353,0,train
3493,0,train
591,0,train
4629,0,train
1496,0,train
1859,0,train
1499,0,train
5174,1,train
1684,0,train
2620,0,train
2794,0,train
3773,0,train
496,0,train
4936,0,train
4889,0,train
655,0,train
1595,0,train
4501,0,train
4781,0,train
4421,0,train
2211,0,train
1641,0,train
719,0,train
442,0,train
725,0,train
3614,0,train
3002,0,train
3670,0,train
864,0,train
1321,0,train
3244,0,train
2742,0,train
831,0,train
2579,0,train
4669,0,train
648,0,train
2971,0,train
583,0,train
3271,0,train
460,0,train
1425,0,train
3427,0,train
3085,0,train
392,0,train
3150,0,train
1956,0,train
4101,0,train
3429,0,train
1787,0,train
3116,0,train
2845,0,train
3162,0,train
1647,0,train
369,0,train
2197,0,train
290,0,train
1210,0,train
194,0,train
1598,0,train
4165,0,train
4189,0,train
1928,0,train
570,0,train
2549,0,train
660,0,train
1337,0,train
3184,0,train
4687,0,train
3090,0,train
1623,0,train
4785,0,train
2177,0,train
73,0,train
4076,0,train
4614,0,train
2113,0,train
4918,0,train
1515,0,train
4780,0,train
1882,0,train
4233,0,train
3892,0,train
2297,0,train
1537,0,train
2359,0,train
1891,0,train
4223,0,train
2899,0,train
1862,0,train
1459,0,train
2174,0,train
4271,0,train
1973,0,train
2575,0,train
2883,0,train
1870,0,train
4902,0,train
3105,0,train
5088,0,train
3632,0,train
2929,0,train
1954,0,train
763,0,train
2247,0,train
121,0,train
2103,0,train
2972,0,train
1110,0,train
3491,0,train
2157,0,train
1790,0,train
1130,0,train
4801,0,train
1175,0,train
642,0,train
354,0,train
4519,0,train
3478,0,train
1146,0,train
4173,0,train
1088,0,train
2859,0,train
4805,0,train
2922,0,train
3165,0,train
2135,0,train
1615,0,train
411,0,train
2952,0,train
2937,0,train
611,0,train
1858,0,train
4675,0,train
183,0,train
1829,0,train
1284,0,train
997,0,train
5164,1,train
2031,0,train
340,0,train
2253,0,train
91,0,train
2289,0,train
84,0,train
4359,0,train
3496,0,train
3570,0,train
4818,0,train
4295,0,train
4231,0,train
948,0,train
3749,0,train
5152,1,train
2252,0,train
4005,0,train
2754,0,train
482,0,train
4250,0,train
1412,0,train
1226,0,train
1294,0,train
4080,0,train
5148,1,train
2639,0,train
4201,0,train
106,0,train
3040,0,train
3071,0,train
2486,0,train
1196,0,train
3010,0,train
3237,0,train
1629,0,train
857,0,train
962,0,train
149,0,train
2037,0,train
1811,0,train
2233,0,train
3553,0,train
817,0,train
4809,0,train
1476,0,train
358,0,train
4632,0,train
581,0,train
527,0,train
5064,0,train
3366,0,train
4480,0,train
3084,0,train
677,0,train
4453,0,train
1269,0,train
31,0,train
3560,0,train
6,0,train
3292,0,train
4395,0,train
1052,0,train
4335,0,train
87,0,train
2795,0,train
3338,0,train
261,0,train
4054,0,train
4541,0,train
2342,0,train
4049,0,train
4560,0,train
1510,0,train
2926,0,train
1334,0,train
1382,0,train
4051,0,train
1416,0,train
3589,0,train
4486,0,train
2341,0,train
4311,0,train
2149,0,train
383,0,train
478,0,train
4392,0,train
5020,0,train
2652,0,train
2210,0,train
1989,0,train
511,0,train
3845,0,train
2841,0,train
1414,0,train
307,0,train
2019,0,train
2688,0,train
3755,0,train
3781,0,train
5055,0,train
1094,0,train
3298,0,train
4137,0,train
731,0,train
4852,0,train
3699,0,train
4711,0,train
2428,0,train
3654,0,train
4807,0,train
4720,0,train
1371,0,train
3728,0,train
4411,0,train
1588,0,train
3732,0,train
3692,0,train
1835,0,train
2867,0,train
3361,0,train
3007,0,train
1621,0,train
4012,0,train
3967,0,train
332,0,train
63,0,train
3308,0,train
3867,0,train
2876,0,train
553,0,train
2955,0,train
3439,0,train
4932,0,train
2889,0,train
755,0,train
2940,0,train
2646,0,train
786,0,train
57,0,train
3113,0,train
3403,0,train
3289,0,train
2879,0,train
5057,0,train
3378,0,train
3821,0,train
1747,0,train
506,0,train
1602,0,train
1100,0,train
3950,0,train
2483,0,train
3819,0,train
3555,0,train
268,0,train
1721,0,train
4361,0,train
3274,0,train
4990,0,train
1667,0,train
1916,0,train
3155,0,train
4679,0,train
4880,0,train
3396,0,train
2436,0,train
3868,0,train
323,0,train
796,0,train
4464,0,train
2578,0,train
3542,0,train
2757,0,train
2865,0,train
4072,0,train
2292,0,train
2566,0,train
4483,0,train
1410,0,train
2510,0,train
2686,0,train
1220,0,train
4691,0,train
83,0,train
1922,0,train
905,0,train
4119,0,train
778,0,train
208,0,train
5104,1,train
1923,0,train
2305,0,train
2995,0,train
3955,0,train
3043,0,train
4715,0,train
4507,0,train
3114,0,train
4917,0,train
4052,0,train
2405,0,train
4479,0,train
2238,0,train
4874,0,train
5009,0,train
4521,0,train
1764,0,train
2418,0,train
4826,0,train
264,0,train
4670,0,train
1168,0,train
2592,0,train
5099,1,train
4512,0,train
842,0,train
2749,0,train
3425,0,train
2159,0,train
756,0,train
5121,1,train
907,0,train
240,0,train
3989,0,train
88,0,train
1381,0,train
2456,0,train
3319,0,train
4008,0,train
3125,0,train
4113,0,train
3138,0,train
2411,0,train
2171,0,train
3227,0,train
4084,0,train
3221,0,train
3795,0,train
1350,0,train
2685,0,train
4002,0,train
1375,0,train
4881,0,train
705,0,train
2570,0,train
187,0,train
4981,0,train
501,0,train
3683,0,train
2927,0,train
4155,0,train
4003,0,train
3887,0,train
349,0,train
4424,0,train
4640,0,train
4114,0,train
1370,0,train
2677,0,train
850,0,train
475,0,train
3712,0,train
1000,0,train
352,0,train
4596,0,train
4372,0,train
2246,0,train
4593,0,train
4771,0,train
4458,0,train
2034,0,train
2988,0,train
4102,0,train
1378,0,train
3323,0,train
2404,0,train
2615,0,train
2189,0,train
2179,0,train
2648,0,train
1873,0,train
3456,0,train
1626,0,train
420,0,train
1681,0,train
1892,0,train
3866,0,train
4349,0,train
3480,0,train
558,0,train
2715,0,train
3717,0,train
2518,0,train
4068,0,train
1818,0,train
519,0,train
3406,0,train
4763,0,train
820,0,train
2699,0,train
839,0,train
3882,0,train
868,0,train
1884,0,train
435,0,train
2986,0,train
1047,0,train
940,0,train
2132,0,train
1224,0,train
4709,0,train
2164,0,train
374,0,train
2793,0,train
1383,0,train
3803,0,train
2550,0,train
1288,0,train
4844,0,train
3634,0,train
2320,0,train
1268,0,train
4511,0,train
4269,0,train
3826,0,train
4437,0,train
468,0,train
1359,0,train
4296,0,train
1074,0,train
2536,0,train
1670,0,train
3693,0,train
2848,0,train
2561,0,train
3129,0,train
1851,0,train
3516,0,train
3897,0,train
4879,0,train
4368,0,train
733,0,train
2478,0,train
4305,0,train
4741,0,train
567,0,train
2101,0,train
4396,0,train
4647,0,train
3132,0,train
115,0,train
5010,0,train
2337,0,train
5044,0,train
926,0,train
4745,0,train
1171,0,train
4338,0,train
871,0,train
1554,0,train
3705,0,train
5169,1,train
1867,0,train
633,0,train
408,0,train
3651,0,train
858,0,train
589,0,train
387,0,train
4210,0,train
4633,0,train
191,0,train
3213,0,train
403,0,train
4060,0,train
3137,0,train
1550,0,train
4342,0,train
1298,0,train
1352,0,train
3253,0,train
193,0,train
787,0,train
1746,0,train
4157,0,train
2288,0,train
555,0,train
4400,0,train
1163,0,train
1927,0,train
1390,0,train
226,0,train
4766,0,train
5002,0,train
3126,0,train
4524,0,train
4118,0,train
4872,0,train
2673,0,train
4203,0,train
3740,0,train
1456,0,train
1784,0,train
619,0,train
531,0,train
2303,0,train
1115,0,train
4286,0,train
3959,0,train
657,0,train
487,0,train
4263,0,train
550,0,train
3407,0,train
1505,0,train
4876,0,train
1237,0,train
414,0,train
1429,0,train
1328,0,train
2333,0,train
1192,0,train
2732,0,train
3752,0,train
2440,0,train
5066,0,train
1755,0,train
2683,0,train
1038,0,train
1517,0,train
3039,0,train
2251,0,train
3016,0,train
1557,0,train
2280,0,train
2437,0,train
3899,0,train
3528,0,train
1815,0,train
4610,0,train
1068,0,train
1462,0,train
5172,1,train
3182,0,train
2004,0,train
3161,0,train
2001,0,train
3109,0,train
1455,0,train
3503,0,train
3666,0,train
2874,0,train
257,0,train
4587,0,train
4540,0,train
746,0,train
1229,0,train
1522,0,train
165,0,train
5096,1,train
2395,0,train
2434,0,train
4275,0,train
1472,0,train
4531,0,train
409,0,train
2090,0,train
5143,1,train
2351,0,train
3341,0,train
1143,0,train
3535,0,train
399,0,train
1801,0,train
2720,0,train
2163,0,train
1128,0,train
2741,0,train
3469,0,train
2187,0,train
5116,1,train
996,0,train
3990,0,train
1467,0,train
3761,0,train
1497,0,train
50,0,train
880,0,train
4665,0,train
4074,0,train
2458,0,train
2365,0,train
2856,0,train
3311,0,train
3624,0,train
2057,0,train
4135,0,train
3778,0,train
44,0,train
4174,0,train
4696,0,train
1421,0,train
2457,0,train
785,0,train
396,0,train
2694,0,train
682,0,train
1408,0,train
3659,0,train
415,0,train
805,0,train
5083,0,train
3941,0,train
3188,0,train
111,0,train
4087,0,train
1725,0,train
2232,0,train
1712,0,train
5006,0,train
439,0,train
139,0,train
2789,0,train
4383,0,train
3980,0,train
5023,0,train
2464,0,train
636,0,train
1083,0,train
4770,0,train
4830,0,train
773,0,train
4791,0,train
596,0,train
2302,0,train
4498,0,train
2746,0,train
2053,0,train
1424,0,train
4680,0,train
1236,0,train
1442,0,train
2829,0,train
4652,0,train
185,0,train
162,0,train
4600,0,train
4811,0,train
2980,0,train
845,0,train
2684,0,train
2442,0,train
1942,0,train
1952,0,train
3674,0,train
217,0,train
3532,0,train
2900,0,train
3641,0,train
593,0,train
2140,0,train
3957,0,train
2850,0,train
279,0,train
22,0,train
1589,0,train
1732,0,train
5050,0,train
3053,0,train
2506,0,train
4365,0,train
1562,0,train
1947,0,train
1652,0,train
3856,0,train
4575,0,train
3617,0,train
3996,0,train
3782,0,train
1657,0,train
196,0,train
1263,0,train
1929,0,train
3459,0,train
3286,0,train
4047,0,train
1439,0,train
26,0,train
3316,0,train
3131,0,train
5079,0,train
181,0,train
5100,1,train
216,0,train
204,0,train
93,0,train
3948,0,train
5054,0,train
3689,0,train
1775,0,train
1242,0,train
3080,0,train
131,0,train
2905,0,train
3484,0,train
275,0,train
5094,1,train
188,0,train
2543,0,train
734,0,train
4082,0,train
2357,0,train
1860,0,train
3485,0,train
4371,0,train
508,0,train
4032,0,train
1320,0,train
1869,0,train
2104,0,train
810,0,train
3153,0,train
2748,0,train
2011,0,train
4414,0,train
529,0,train
3504,0,train
3859,0,train
3497,0,train
1872,0,train
3036,0,train
4530,0,train
1885,0,train
456,0,train
2851,0,train
1397,0,train
4445,0,train
1042,0,train
3963,0,train
3509,0,train
4459,0,train
4668,0,train
3714,0,train
712,0,train
3208,0,train
2231,0,train
3739,0,train
1783,0,train
4732,0,train
30,0,train
4378,0,train
3142,0,train
2658,0,train
2576,0,train
743,0,train
2706,0,train
1957,0,train
147,0,train
3262,0,train
3765,0,train
4402,0,train
377,0,train
5005,0,train
1161,0,train
2133,0,train
2358,0,train
5036,0,train
1752,0,train
4015,0,train
4840,0,train
2350,0,train
2778,0,train
452,0,train
624,0,train
438,0,train
3534,0,train
3724,0,train
2249,0,train
939,0,train
1119,0,train
4547,0,train
3347,0,train
2750,0,train
739,0,train
3082,0,train
2917,0,train
3047,0,train
1152,0,train
3860,0,train
1451,0,train
4964,0,train
2416,0,train
893,0,train
2250,0,train
597,0,train
3870,0,train
1002,0,train
811,0,train
4457,0,train
3559,0,train
278,0,train
639,0,train
4552,0,train
4806,0,train
3201,0,train
29,0,train
4860,0,train
166,0,train
2882,0,train
4215,0,train
5029,0,train
5059,0,train
2498,0,train
3481,0,train
2083,0,train
3869,0,train
3172,0,train
5165,1,train
2481,0,train
3836,0,train
5134,1,train
4563,0,train
604,0,train
233,0,train
361,0,train
3635,0,train
5124,1,train
1400,0,train
99,0,train
2836,0,train
4246,0,train
1033,0,train
2364,0,train
3320,0,train
2459,0,train
2042,0,train
1292,0,train
1010,0,train
1926,0,train
4476,0,train
2372,0,train
3780,0,train
2212,0,train
2586,0,train
459,0,train
5149,1,train
1665,0,train
3622,0,train
2680,0,train
694,0,train
578,0,train
687,0,train
4063,0,train
1246,0,train
2542,0,train
1073,0,train
3607,0,train
2530,0,train
173,0,train
981,0,train
1230,0,train
78,0,train
418,0,train
911,0,train
1701,0,train
2516,0,train
4527,0,train
3489,0,train
2522,0,train
2220,0,train
4704,0,train
627,0,train
4278,0,train
3091,0,train
3135,0,train
2155,0,train
1393,0,train
2355,0,train
1656,0,train
4935,0,train
4094,0,train
917,0,train
4972,0,train
4625,0,train
5015,0,train
1172,0,train
1253,0,train
2086,0,train
4319,0,train
1309,0,train
4559,0,train
1264,0,train
2471,0,train
1710,0,train
1760,0,train
4820,0,train
245,0,train
3194,0,train
1565,0,train
986,0,train
1364,0,train
684,0,train
2992,0,train
3630,0,train
1793,0,train
3013,0,train
4984,0,train
3408,0,train
2529,0,train
4857,0,train
3101,0,train
1805,0,train
472,0,train
413,0,train
779,0,train
1739,0,train
3525,0,train
1067,0,train
3355,0,train
3734,0,train
3857,0,train
748,0,train
4910,0,train
601,0,train
3277,0,train
507,0,train
4009,0,train
4638,0,train
1706,0,train
3656,0,train
2112,0,train
1227,0,train
493,0,train
5103,1,train
2186,0,train
1117,0,train
5090,0,train
2381,0,train
1833,0,train
2389,0,train
3460,0,train
1029,0,train
4167,0,train
4352,0,train
4738,0,train
2334,0,train
4895,0,train
3326,0,train
2548,0,train
2281,0,train
3074,0,train
1634,0,train
203,0,train
1173,0,train
4717,0,train
2268,0,train
1632,0,train
1723,0,train
1820,0,train
625,0,train
3123,0,train
1035,0,train
5151,1,train
1846,0,train
41,0,train
1091,0,train
3807,0,train
4943,0,train
2908,0,train
365,0,train
2920,0,train
3077,0,train
3379,0,train
4151,0,train
2450,0,train
2532,0,train
4544,0,train
4772,0,train
2887,0,train
1423,0,train
1934,0,train
1212,0,train
4742,0,train
764,0,train
378,0,train
210,0,train
1347,0,train
4923,0,train
2409,0,train
4133,0,train
2835,0,train
5081,0,train
3926,0,train
4949,0,train
5074,0,train
4088,0,train
4321,0,train
5150,1,train
198,0,train
5137,1,train
686,0,train
3018,0,train
1316,0,train
3093,0,train
5155,1,train
1590,0,train
3604,0,train
3985,0,train
4606,0,train
4537,0,train
471,0,train
4262,0,train
2591,0,train
961,0,train
1124,0,train
2046,0,train
5092,0,train
1767,0,train
2636,0,train
4028,0,train
67,0,train
3852,0,train
3838,0,train
2833,0,train
484,0,train
544,0,train
2710,0,train
4982,0,train
70,0,train
4542,0,train
2812,0,train
3515,0,train
1881,0,train
4307,0,train
2722,0,train
4589,0,train
3539,0,train
2097,0,train
2073,0,train
1718,0,train
4441,0,train
3026,0,train
2495,0,train
3187,0,train
4994,0,train
3625,0,train
79,0,train
2818,0,train
1518,0,train
2202,0,train
4804,0,train
4862,0,train
2006,0,train
681,0,train
1886,0,train
762,0,train
4550,0,train
1270,0,train
3865,0,train
1048,0,train
1864,0,train
2208,0,train
1041,0,train
2588,0,train
841,0,train
1195,0,train
1558,0,train
4455,0,train
69,0,train
1480,0,train
1689,0,train
3250,0,train
1943,0,train
2875,0,train
2743,0,train
2223,0,train
2488,0,train
109,0,train
2470,0,train
2650,0,train
1907,0,train
2242,0,train
2352,0,train
367,0,train
2314,0,train
3551,0,train
1655,0,train
410,0,train
2256,0,train
3492,0,train
3842,0,train
4318,0,train
1257,0,train
3065,0,train
789,0,train
1768,0,train
1741,0,train
4221,0,train
3785,0,train
1912,0,train
326,0,train
3331,0,train
4310,0,train
2596,0,train
43,0,train
910,0,train
958,0,train
1844,0,train
2335,0,train
3764,0,train
4908,0,train
238,0,train
1037,0,train
2939,0,train
5032,0,train
2225,0,train
835,0,train
626,0,train
5161,1,train
2130,0,train
2484,0,train
2043,0,train
4767,0,train
4580,0,train
925,0,train
2441,0,train
1465,0,train
3940,0,train
380,0,train
21,0,train
2425,0,train
4980,0,train
3256,0,train
744,0,train
3317,0,train
4388,0,train
1728,0,train
1751,0,train
4213,0,train
205,0,train
4692,0,train
1238,0,train
1821,0,train
5135,1,train
1946,0,train
192,0,train
2564,0,train
229,0,train
1642,0,train
3520,0,train
2820,0,train
3662,0,train
2007,0,train
2127,0,train
4584,0,train
5028,0,train
3750,0,train
140,0,train
176,0,train
4979,0,train
4700,0,train
3613,0,train
3279,0,train
318,0,train
2344,0,train
2206,0,train
4847,0,train
599,0,train
360,0,train
2282,0,train
336,0,train
3601,0,train
1204,0,train
4877,0,train
5049,0,train
1044,0,train
2668,0,train
514,0,train
4489,0,train
1937,0,train
1090,0,train
134,0,train
448,0,train
1280,0,train
3288,0,train
1427,0,train
4046,0,train
3786,0,train
1587,0,train
5086,0,train
2209,0,train
898,0,train
970,0,train
1501,0,train
3830,0,train
1420,0,train
965,0,train
4315,0,train
4366,0,train
818,0,train
1606,0,train
2977,0,train
4681,0,train
1600,0,train
2540,0,train
1093,0,train
4813,0,train
214,0,train
4265,0,train
2944,0,train
4724,0,train
4393,0,train
211,0,train
1135,0,train
3097,0,train
1703,0,train
2407,0,train
1749,0,train
540,0,train
5061,0,train
2916,0,train
1014,0,train
3524,0,train
3518,0,train
1669,0,train
5025,0,train
1874,0,train
3128,0,train
1717,0,train
4993,0,train
1075,0,train
1208,0,train
3710,0,train
3273,0,train
3139,0,train
2100,0,train
5031,0,train
4065,0,train
2509,0,train
389,0,train
4689,0,train
521,0,train
2318,0,train
4182,0,train
2346,0,train
1965,0,train
610,0,train
3815,0,train
2892,0,train
2725,0,train
2517,0,train
2798,0,train
289,0,train
4473,0,train
1866,0,train
2763,0,train
4212,0,train
3718,0,train
4288,0,train
4684,0,train
4651,0,train
3979,0,train
1564,0,train
2813,0,train
2401,0,train
584,0,train
1578,0,train
4916,0,train
1129,0,train
1053,0,train
4130,0,train
4111,0,train
